ball_bearing,vibration,humidity,risk_level
78.79683520282508,5.716019264317072,74.2742775825796,Low
52.61602434634419,23.420668497020003,73.86845582978108,Medium
91.43513159621277,14.234651321881447,74.29606256961154,Low
73.33465727252627,9.075358687143087,74.13362086021623,Low
68.50843752455495,11.475790161975926,74.40588934123835,Low
93.28968889815603,14.509196902290917,74.25043511064395,Low
36.492399057084114,81.92397417580156,72.60644869775308,High
91.8613164475183,19.30359701588532,74.3931444078106,Low
59.08219145028242,34.734929454602046,74.98954259926369,Medium
41.13320238087884,62.20948862019418,73.2834605187733,High
92.65135047351099,10.054553327718224,74.053405068568,Low
20.999604436617314,80.38137260924938,75.31939670822122,High
69.21554182626139,9.74415574673197,73.91431259436256,Low
49.52528119932494,26.342105030758667,73.60344592771104,Medium
80.37672890457092,6.4580897033669,74.1990049670805,Low
49.52061345743354,25.296477307404984,74.84511555125029,Medium
74.95767087831905,15.87362032364987,74.45331561758634,Low
74.42448068967045,19.60752880950447,73.95141662686642,Low
90.94702917871268,12.281593934577476,74.42960719894207,Low
29.30660337082149,83.47159574320119,75.0325409490892,High
28.874456562583422,58.025098839716286,73.0855810773819,High
57.833551275089796,21.87270165543613,74.80460795372548,Medium
24.911089747790452,61.88947538105886,73.17616287785157,High
42.11895970427397,62.25317447605682,75.1917422270401,High
86.8161797128117,10.434803216469343,74.6058955913985,Low
77.16130361059054,7.2096173388499105,74.5839529987672,Low
77.79881570348323,19.80968923941806,74.37893861311967,Low
34.10177466499327,88.09889870945352,75.0577692345058,High
41.854293267901674,82.06900738114675,73.28837066893851,High
17.218403170980828,90.13027606926593,72.90912648273776,High
56.165081523366,36.63024759471967,74.82102411011256,Medium
64.99725460904207,12.374871250859675,74.043158074306,Low
63.52996787585691,23.257819348920997,73.59910263015745,Medium
60.86447956947521,29.357391043999392,73.52551130510533,Medium
40.78787859688008,71.55670532118718,72.53417187773286,High
55.33575600038509,34.94873926674569,74.80277202085904,Medium
93.11858085657069,11.422084352468971,74.01174628985144,Low
69.27673160402908,2.143814715839818,74.66595389402704,Low
35.82669379256964,80.44355136001349,73.1052789764297,High
32.730608342763944,44.84970900354148,75.37809292994784,High
86.34003514182236,6.7686116483627305,74.01250101155786,Low
49.210072508667224,35.5728741129126,73.90406003905927,Medium
52.20508006590041,22.996908305958595,74.87458147495875,Medium
59.33779453747256,37.995857627462044,73.5325916168246,Medium
88.07500806231786,11.358172930425068,74.63500404557833,Low
22.715489311633455,81.4455065063045,73.23134645631097,High
46.69478052875873,35.681308372498535,73.63019883724407,Medium
28.970844306957844,46.416778225560094,72.81024601270488,High
80.94851922807295,21.11845377275229,74.56132848930952,Low
92.00692266354683,10.049244085569244,74.64311328351353,Low
51.95060945756066,31.437251875208506,73.68278693064939,Medium
61.13046187036829,30.8126049288267,74.7364133117718,Medium
53.51750396417404,21.62140562788085,73.85735483189013,Medium
34.10749304465824,63.77832794458398,72.96894597662788,High
47.607911596610506,35.14424547115082,74.99079237286398,Medium
70.39150182546241,8.346021017087857,74.22813634432902,Low
56.07051080438132,30.84569113305285,73.58352620939151,Medium
81.15112934202966,6.815606175942867,74.35184539992613,Low
56.28714541947691,28.366929211177947,73.81422605966306,Medium
19.738823288943337,83.59011694909154,75.25728721229203,High
76.48269040538287,9.707672762517065,74.63855699848861,Low
47.87527939310613,28.257723578992433,74.81237226884174,Medium
65.85953203539223,12.290875901453733,74.21056243519085,Low
82.2429679271304,5.360866577238596,74.06027603995875,Low
61.45560362959973,31.267888464234662,74.92186111353574,Medium
27.937284308467156,54.90301623234592,73.38938120863419,High
31.859709816649755,45.855697910788045,75.3259585161012,High
79.5460743458205,2.263660132438325,73.97726139382625,Low
43.85835724968241,23.187052482361032,74.94951925437093,Medium
92.41727471769975,18.720619426903735,73.97145602939148,Low
28.298644735131923,57.138372352809455,75.278055189011,High
80.04003827457146,15.772631921584233,74.33916545005927,Low
36.19692065622395,53.529501305859725,73.38884300413915,High
53.110184007450705,37.11714819332225,74.75937257992703,Medium
92.21985587791413,21.1270511990492,73.9985163507482,Low
19.01993426887861,68.55784582535043,72.71445461921091,High
52.71137073253387,35.15352528711429,74.81009575966958,Medium
47.93466606921674,24.17213475698609,73.831444942917,Medium
74.5464629682367,19.738726505926227,73.93470220376072,Low
75.03469281116209,6.9645686161732066,74.60976168619823,Low
58.85031269211112,33.25514741658618,73.79074616653936,Medium
62.275179249276746,33.41853466580919,74.87442958990098,Medium
46.17842183600578,27.707469557301636,74.78758377864112,Medium
88.4924432194355,20.1241537922538,74.08949067865595,Low
30.648138683107668,83.88835515902703,73.31606164560733,High
61.162797624670546,31.326559611499547,73.63451247933784,Medium
46.698641747803585,27.56355109657695,74.73161436161044,Medium
53.96209794211517,22.52930715128996,73.84160822981862,Medium
69.07138743846005,7.2153087619886245,74.43018980597218,Low
63.42855191587924,21.342359647632122,73.84765973563823,Medium
58.967624403343294,33.5231228997094,73.68243632926138,Medium
65.38143527429273,8.946343714077743,74.5629383658482,Low
46.087341835853636,28.559734935967825,73.85480202861542,Medium
37.62502091304347,54.0003359297846,72.51904246592414,High
90.08794408378184,4.2958407493638475,74.70548267669486,Low
71.69138362957027,8.437057718052621,74.5192454627287,Low
76.20478813107962,20.601383484357804,74.07081971568324,Low
26.485531265236602,71.88007700343519,75.09969461781152,High
22.474204366920752,79.99199349354687,75.27144954269612,High
36.326206470773144,71.07743217916294,72.88888557759469,High
90.8520971570097,12.67749313322757,74.60701430413583,Low
81.55346003268664,14.495912011467569,74.29602003429981,Low
38.2754175326763,73.79217324944563,75.02857612024353,High
48.26831596275483,33.417565935803275,74.83960029903079,Medium
62.47727574381052,23.615006453057912,74.83728450347469,Medium
75.54417360538196,3.1482433659950795,74.56828136513438,Low
85.59395626491195,17.96401318899435,73.94266743045172,Low
84.43195298580643,15.351767301714487,74.33541378218695,Low
29.8463288622495,52.639000437418794,75.22445322254357,High
54.03660026806953,38.91040097451943,73.74179867035816,Medium
60.88396835173174,25.614941053339216,74.91872641390715,Medium
20.643272708633447,55.65709218401118,72.81657869962271,High
66.75468186594766,2.1766201520421435,74.13076359479335,Low
53.687733964433036,28.068174845576493,73.87157284823164,Medium
80.06841885544374,6.9657951406054925,74.4703730547613,Low
51.19033937773038,34.26527016114835,73.5785573765826,Medium
34.55354322988089,63.594774979972144,72.91786985584643,High
70.22604887603376,16.734823813916513,74.05579968945466,Low
52.83096119174327,37.11262230645366,74.89800702010845,Medium
93.1671880781712,6.273690809559439,74.151413775661,Low
76.24814878673976,16.493243191070704,74.25553943985406,Low
38.63276438168861,39.77225993829741,72.73277430176526,High
79.04718817603687,8.301420428919887,74.36100669134227,Low
45.85655345423821,25.733935388081644,73.81477373203961,Medium
73.04686992198299,18.408196530328954,74.59215448434972,Low
33.22533194552123,45.230654688722815,72.65192850328071,High
53.04253163986552,38.863963086719565,73.84655323626045,Medium
87.71940765294997,17.925973024914363,74.32061339402253,Low
77.20216457701967,16.064963298148328,74.1142780807566,Low
83.73758045788514,11.155183565129454,74.00432087450861,Low
64.18971275091201,12.357504633283229,74.07455468912387,Low
50.511203039419556,33.15596731237301,73.82681071589761,Medium
25.00586415113348,51.03167054710592,75.36624951242672,High
66.89002892474265,9.72156929490017,74.55276529580536,Low
70.38505569316018,12.577929747102235,74.57275172111008,Low
42.91424575535042,79.2117546074727,75.07354665657918,High
72.35584525847293,8.837609856316744,74.32623942617036,Low
40.76509871563909,94.82742545467448,72.7406474516726,High
93.36159208582644,5.782591205534262,74.28042645401318,Low
40.768297822006964,96.56515242727883,72.86545787348113,High
66.33329278111898,20.130760867405865,74.12924643083188,Low
82.0745647952647,10.52492738421769,74.40385179119296,Low
40.11738467029515,68.11255724758188,72.97339286241869,High
43.849219938362545,35.779530986262124,74.98263678776217,Medium
22.21422327037884,70.36132710818359,75.20291190581969,High
47.25518764812186,37.040586190699365,73.89865477122726,Medium
30.302411825085798,55.234453270443126,72.47641373235344,High
61.98573790273171,28.441097567659423,74.75644580628574,Medium
52.78541227253424,37.696436020892534,74.90737712138761,Medium
41.222202166645005,61.017527482976575,72.87828352493352,High
80.19290457747982,2.073809697941216,74.30399137018277,Low
39.91644766445651,88.33766437128997,73.40603104798636,High
60.46345315402196,35.76506268319788,74.82436347735354,Medium
36.27588598598976,71.83030825398816,73.29821052644456,High
64.96732857806983,18.656337954606606,74.27471480673228,Low
34.61123497794574,63.00601193464345,75.14367502136663,High
49.81056435370016,26.353398455798114,73.7803057339132,Medium
30.780350081602265,78.70228061989664,73.22046749985287,High
58.23868011292387,38.92485201621635,74.78917866071878,Medium
85.03798678097927,2.4441173935953246,74.57217358778578,Low
46.710741048765016,35.747965036183466,73.62321711538402,Medium
68.9452673868058,5.59230963953609,74.4034482670286,Low
72.72008835030044,10.005586621409567,74.53808170681992,Low
45.065916764141384,30.813263598346012,73.745536690663,Medium
54.11913453955442,35.06233422547635,74.97469861824587,Medium
55.22773719195741,30.230674923660676,73.50521818549286,Medium
63.91741564948977,33.444772076137994,73.71878608096792,Medium
70.65633586482481,13.57726471777446,74.34742364573115,Low
78.65779274146706,12.472944938794688,74.55693677045359,Low
45.18557835970711,22.418278487348978,74.90161846335872,Medium
38.25202516124067,90.54970424382157,75.18025929844038,High
24.623826352088535,92.11968124738308,72.58618547662445,High
76.22883574515899,10.17404602422496,74.00690065600801,Low
89.66869588554015,15.34166747959556,74.16416353607764,Low
49.1413713197866,39.05747382924373,73.65204197468353,Medium
78.64034345076455,17.064897245646556,74.6176433963341,Low
86.74762819826289,10.940998994076137,74.03985032200761,Low
46.39869582824152,32.28315700610455,74.91635812171631,Medium
85.01517233019283,9.034466610166431,74.12681007541325,Low
73.9346459789892,18.680979850902546,74.65850302228836,Low
46.37989098134372,38.35554165620006,73.8847529593605,Medium
35.18780534668102,52.69757568659256,73.07771682737317,High
86.62574734586653,11.221241688349199,74.38454907092762,Low
41.72413769387116,89.05450925866471,75.26379899618355,High
63.81289998076696,21.5584108003663,74.93624951414465,Medium
62.21285976145931,31.772009895078764,73.5668039399773,Medium
43.313395826683376,93.96221052143943,72.4212451304583,High
77.65434845254589,5.0501761542588195,74.34189253813892,Low
43.38084964179689,42.6551682392632,75.24927318456012,High
63.3686020570484,36.73765189204949,73.8951616775446,Medium
73.67414299007838,12.339861721851513,74.40578424774512,Low
46.22359961633323,28.607644285034045,73.56484965506786,Medium
60.49631143833135,25.16974335806283,74.86716410595581,Medium
32.011235678892284,74.31851810226303,75.25339558073509,High
64.34815460313709,3.2506091167051503,74.62290639628125,Low
83.58235756274158,19.32852665543293,74.23980308175837,Low
61.45285352836015,38.57293591136583,73.84795862153051,Medium
30.150762691557034,40.37918741405145,73.23658450146678,High
43.77798243047683,24.06477653215319,73.90102022891944,Medium
65.49422711213549,16.989703385695623,74.42000939972829,Low
87.21282882335245,7.078637009902908,74.46946784199432,Low
48.910744261489654,26.0814442135797,73.72114356911786,Medium
24.097951494316032,47.19701555439942,75.0158202917345,High
36.78031416223841,74.3976334894673,75.30585929631641,High
43.2981673741911,44.6458617188239,73.16483298174975,High
64.5385968668318,7.74373569654598,74.26419813507813,Low
45.38276201469715,24.03376806374926,74.99144839870979,Medium
34.57109692624584,69.78612062137377,72.43946764996774,High
67.0962209726851,20.74138990097043,74.23147926236219,Low
51.65214076078811,35.75682216859322,74.90039640247151,Medium
43.84166125243613,30.66779202728039,73.74468317430592,Medium
58.02892278078808,25.660338323550636,74.8014661191546,Medium
90.38570696421995,18.368832247969923,73.95215712939246,Low
35.33011886751753,48.15149397575762,72.99502986751789,High
18.0838161115866,65.4473574671058,75.13692648038854,High
38.195404315961774,48.56218979640779,75.13167107568044,High
54.466488495534705,29.527851214419137,74.77479874801409,Medium
87.87052288937612,18.049859573476912,74.62644219318302,Low
89.34632762439374,5.3625858328885965,74.29374572452836,Low
92.06568537047336,6.227633529811666,73.96410563258236,Low
52.99891501263441,28.823147674096422,73.55118910615765,Medium
55.94344013721878,31.767667123051474,73.58863598627525,Medium
59.593978224744525,38.49119974119981,74.87002306093234,Medium
27.84700860063772,85.29332602850383,72.95701395704383,High
74.64092041077863,11.391712548642388,74.33061686674017,Low
21.985294348399172,85.48810094793839,73.1198618190937,High
49.739640042121096,23.902518410257233,74.87696745979818,Medium
22.519417639914057,75.67333642361967,73.23258656481977,High
44.83338474099773,38.91864604658227,74.75817906263102,Medium
81.94656116716217,11.142360795616044,74.43412683466968,Low
40.63216711701412,64.34839548550596,72.53673918489602,High
51.642996626061915,35.41310996205798,74.79541575992992,Medium
81.4084387971594,8.1856130695001,74.07105110953205,Low
60.48564453609808,27.827753967005073,74.98031529962633,Medium
66.00019088138951,3.264126740490719,74.02929178488364,Low
70.80445744172086,19.157705862880977,74.51127129888232,Low
60.86723774293527,38.236847508292115,73.66039944766698,Medium
32.4383030248745,62.63428845802529,73.46178361427073,High
48.99781343958032,22.01353580864943,74.74110759130025,Medium
92.03684296277864,2.7026044494096677,74.26070817037017,Low
54.004207905954125,22.64947603469472,73.55451043101405,Medium
24.851753470934494,91.76685211103917,75.13969291636366,High
30.295967281053535,66.00567168568868,72.86939835786073,High
42.66365960378015,67.80640572304938,73.27848280765328,High
60.601617202097046,30.7660220449403,74.97073316961067,Medium
78.40971357958097,15.302521259777047,74.59721835840871,Low
47.40119835172898,32.8130076661166,74.88719737586088,Medium
44.543108854063846,25.612039243495676,73.61992815496191,Medium
59.07263535348019,35.939601169658935,74.87928102326113,Medium
37.064925322295196,56.12839978805184,72.77651098393295,High
60.954075015402196,32.12549635054551,74.93906242264232,Medium
59.830546599489644,34.11742363281904,74.92306248557983,Medium
57.459068764479355,34.77421040831751,73.64673821507371,Medium
46.505087590307284,30.799061728668768,74.94829421369751,Medium
37.68085567804356,42.77932376551586,72.97555602381755,High
54.65984182804324,28.31811192617667,74.87632084900248,Medium
53.85828678748274,31.92668726138887,74.86650838700653,Medium
56.03584281811026,28.903202057550345,73.59852535730154,Medium
38.23804715609795,67.16160420079163,73.23824785867349,High
38.045223035034866,80.99559385509929,73.42210915018227,High
45.144328797999414,27.678726763449827,73.6139628444237,Medium
65.07540971680642,16.29225316567243,74.14273756991439,Low
55.78817311599536,29.476273229563745,73.89802724120179,Medium
83.68309750612052,6.686078219691634,74.67038740950666,Low
83.45515264783897,3.949461489944499,74.45450966133849,Low
23.28062731207927,94.60381761594729,72.94861540751964,High
50.504716987967576,24.40751458219106,73.57914588393045,Medium
86.37840835982234,7.2802070080295005,74.6876102523747,Low
60.74599894227374,23.14092848472991,74.7371928454027,Medium
46.62666413252469,38.998223561841144,74.79590658406237,Medium
59.59797678583176,30.112910798362527,73.85679907988127,Medium
44.22440459922352,29.095043097716637,73.56112680517877,Medium
42.81267011748801,88.82503103372844,72.75940155964626,High
50.14032045400194,21.949505363110042,73.69179380589374,Medium
34.30395007190265,59.60927218440871,73.01412974410843,High
42.63201667588847,72.1380026070043,72.84921764869463,High
66.01079764123247,18.759039701090984,74.5692015965902,Low
51.1486345862161,32.47857306033796,73.90528625867056,Medium
26.43528127220827,84.96130149489021,72.43346863102299,High
46.48952669752182,31.231496524728563,74.95989388851105,Medium
59.68255415657573,32.13237384634371,74.77364631101284,Medium
24.77386174640144,85.87723256484179,72.4152791484629,High
88.06036306227445,3.179645002426633,74.0084240473255,Low
86.32328271379913,3.88860808572488,74.39198753938824,Low
65.23935206391491,11.690411271663821,74.32636496377545,Low
25.518208802018606,73.5683586472015,72.41583864978611,High
53.833099046601845,27.41759431030055,73.86987488606327,Medium
59.87890920084857,23.783061732857984,73.63670138059287,Medium
68.6636098561218,20.11726541523248,74.17884409076697,Low
19.33797188785888,58.256660721345796,75.33093998537647,High
90.14083249439463,9.714356564275311,74.66752642623841,Low
64.66694594367952,6.897418088062984,73.9689375247541,Low
49.17612007896122,37.5161911371559,73.68144025846868,Medium
57.9579042350558,38.885509571747924,73.90856043513249,Medium
50.92004347457394,32.765405852901566,74.96929226709587,Medium
62.29644479655944,21.995270351422853,73.75584858539773,Medium
57.499650398341856,29.769567819329733,74.89482997400283,Medium
57.65504595436893,33.641801053715774,74.98617485139569,Medium
33.17745543911373,96.16167807065847,75.31328446215163,High
51.86200804420039,34.73299340417675,73.59882219025774,Medium
71.7370927032114,7.062141841827293,74.0332397884048,Low
67.03027962108324,16.038078105240174,74.32414955445928,Low
53.01181319277376,38.02949147279203,74.98285605108403,Medium
87.99106527572154,9.766556864870438,74.58592373220473,Low
92.42107555735286,19.817847315048827,74.28895783846656,Low
70.85259153136998,10.017681818775383,73.91463395454899,Low
22.800397743900177,96.33662645622525,73.40684891190324,High
60.773867914378854,27.189434233277044,74.99115502083352,Medium
72.23835247345461,10.46849776388718,74.36169033860796,Low
89.93696505199907,8.17413278392194,74.23687438285909,Low
66.8465508811696,4.473303085865169,74.18316257817703,Low
49.97931280677391,33.43126648779293,74.73379805000815,Medium
62.946961472928955,21.631215065093798,74.74459996380277,Medium
78.5398215175075,2.7916571726935504,73.92639134843836,Low
85.07869058651505,7.84422537228113,74.28654545342502,Low
67.72302546010386,3.603708485829553,74.15636575613323,Low
57.8529466079317,28.191427599598185,74.93782412479167,Medium
22.02238280700589,73.3525703549413,75.25801680489631,High
67.52846559315459,15.332217510259472,74.5405004476261,Low
54.43183318352935,22.001802780164617,73.64363018560765,Medium
83.17472369267458,21.081588242032474,74.55556000035477,Low
50.535825987114755,38.60222635168419,74.77432050803625,Medium
41.324548446052525,79.39427446283673,72.88970630031372,High
93.26744088814544,17.459814144031895,73.9691043496698,Low
82.32877645143103,14.754843378614064,74.28462036195008,Low
53.09090430186277,27.610897347857716,73.79079745844959,Medium
51.61603426569897,29.813731796093442,74.8471461924892,Medium
52.244461337437954,29.090267969056505,74.74108961191247,Medium
85.4964973774203,16.62338895023389,74.4116745578084,Low
82.05497663328033,19.57074383502514,73.95119171475532,Low
69.40747452473917,14.36179135380797,74.45842970725334,Low
69.92466227534914,3.218893189477556,74.0570214489134,Low
53.9373028837352,34.05227088307186,74.9432178400777,Medium
33.988654079440664,86.10418330924111,72.53600044407182,High
25.65775348516836,42.25106096058633,75.26456119701068,High
49.53441370852356,21.914813092036727,73.86783649987932,Medium
92.09633034294654,5.75684589177861,74.17677635464246,Low
62.37025485130202,28.964097530698304,73.63414307758792,Medium
57.419429861476324,32.38472549255505,74.82980386346755,Medium
66.05228580430516,20.175384023592795,74.32605866417528,Low
67.4520003286757,14.409043285955512,74.25976213163659,Low
53.457318799504314,22.07384249200469,74.9042017815694,Medium
50.72225894975786,37.7593459198594,73.52615994508015,Medium
92.09645633620879,16.226954486916988,74.57352324507795,Low
47.354695420700295,33.77865677391917,74.95403604696308,Medium
23.189084978370555,59.574141021087286,75.09148544205426,High
37.871607237898644,59.227644491192734,75.21907360250614,High
79.41512386129753,9.462777908156692,73.92780908285185,Low
53.710194838578246,30.099303253824242,73.76187133852278,Medium
27.201657849215366,52.081306172269386,75.21957980401866,High
27.683550432344596,94.11620699570841,73.41365409980152,High
60.66587280675296,34.874105449412376,74.91914736570482,Medium
75.29482910253029,12.970507049623132,74.68437596549411,Low
55.62138451555264,24.42834904430334,73.79222873084457,Medium
60.19052420806176,32.89061547563774,74.90195025426199,Medium
32.676099072994816,66.82644687899244,75.33998515131674,High
18.401219394793518,80.9482681583417,72.41982667848089,High
30.085668682348082,73.35008507003172,73.49407266550077,High
84.76332937494722,13.548497260613109,74.25383919446799,Low
25.722140638502026,49.38335905434181,75.19866647237734,High
37.945254975469226,73.02741757486143,75.22440578121197,High
83.99897521126435,13.417147292483763,74.16475923348938,Low
43.994473014724164,37.8471319821337,73.54107011295258,Medium
90.92512809177333,10.514135491533665,74.54979034303878,Low
45.95193964508857,37.664414875238855,73.54826446162387,Medium
38.93154519575529,87.26770244509245,72.65849232259404,High
53.49645626421171,34.57036106479975,73.67039660141451,Medium
54.63883154295617,37.79241476142998,74.7572012895597,Medium
82.07454811579596,19.217937148749236,74.38704435529095,Low
89.63714844042218,6.9890853752638,74.36708386238256,Low
61.03628253927275,23.23794049672133,74.84141362388758,Medium
62.50934896331704,24.117378716863826,73.51785409691578,Medium
49.51515190616769,27.65531458746281,74.86336023985196,Medium
20.250875630149793,47.25138515602491,75.05371118674479,High
78.94631511402278,5.0207734601170895,74.2653108588938,Low
79.59896872581938,4.169618290017578,74.08348276471907,Low
62.63060084196259,32.236529171762875,73.5053403649283,Medium
45.18369957849461,26.479631099514002,74.98078632139587,Medium
47.09828282536954,31.342334112464204,73.6881089492969,Medium
79.55596573263361,19.89812940245555,74.27787565083588,Low
92.93930396991175,13.280184397181728,73.99956914152561,Low
90.88967957424407,4.661674398812565,74.27301030742889,Low
35.37077315801753,62.643757512896464,75.26738610206756,High
88.29102133387761,6.052021948168869,74.17310752889632,Low
25.858802854476075,64.3108311161951,72.81847938318118,High
88.97747514725626,7.3011554476443274,74.47464382199121,Low
82.92684563098483,10.216696335567265,74.71049231326597,Low
64.36154238373749,2.0046441602825427,74.62030433481539,Low
54.149645971895204,36.363515047674525,74.74291069839687,Medium
82.95716527055666,13.304242905326179,74.08403223120425,Low
86.93758011044002,10.268031856462372,74.40371809290079,Low
52.460307199364834,36.07937231679057,74.8230150625885,Medium
33.67056988042948,87.55715910530017,72.64675631058782,High
72.13765705521675,18.75591385587466,74.55144429612201,Low
34.50799557259165,49.323960439671865,73.368264050375,High
30.156871554573666,61.82311910963057,72.44140954522844,High
17.8978961412541,97.46313279241483,75.1920492070476,High
41.05232707891325,77.26168194454654,73.16269033488902,High
73.3802010795459,9.232442333045976,74.28652834100028,Low
84.8072808005619,11.880690569029023,74.2607916430953,Low
82.66357730170004,12.989429309353895,74.66502847147261,Low
83.7766510293761,4.80626402201351,74.02034925775203,Low
82.88768517680373,17.411825432870245,74.56704170914209,Low
43.56687939793484,27.594635915299083,73.53602103557387,Medium
17.33429849352456,39.10186906496599,73.1016208452111,High
90.12705279310208,3.173649818141971,74.62603819926566,Low
47.6193176897626,28.451455706335192,73.87136655927206,Medium
50.67498068702028,35.30918741346555,74.99388392517831,Medium
20.781156231887167,76.26868316346128,72.59621584305802,High
59.894271698884666,31.90783231158731,73.88956901971287,Medium
46.53958255278035,32.911632161613994,74.97359029790556,Medium
65.86438934703429,7.941945384700349,74.61369335673463,Low
81.80410332001986,4.965651163449019,74.6572836479737,Low
92.63398001938153,8.758177614607465,74.3720137335477,Low
43.884149910057474,21.385617652968982,73.63316507702321,Medium
65.08698712180234,4.813825041852468,74.08356016554131,Low
47.627818891674366,25.93723427321944,74.78890200938662,Medium
62.33097410530821,35.02536925738959,74.73126731805097,Medium
82.386896905311,20.21061372446756,73.92652530465745,Low
64.90707743318733,12.411174271721604,74.69524589429746,Low
64.64902782010306,12.526191254521498,73.99165382968266,Low
69.54850329528583,14.930420134869172,74.1143007387268,Low
17.485340463254214,54.711148648917764,75.24238432299632,High
36.65111705766914,89.43471318136847,73.23259014897161,High
34.6039597523703,86.24450496953618,75.33687004581779,High
74.33677713086732,13.22352393163746,74.47323694309281,Low
54.36166912021695,31.737175667687296,73.905396512085,Medium
51.66502545085338,28.140730523565903,74.73806627510734,Medium
72.9040247981738,17.27224132206316,74.61758327784081,Low
73.0632975767836,17.47709575916273,74.54509004166107,Low
51.873247554559356,27.912886955965092,74.97677444577131,Medium
59.181247981835355,34.82268384150106,74.79328808821127,Medium
61.391410456778026,30.82775036917009,74.94678460256281,Medium
44.250156795917206,29.39028293705346,74.91075798848814,Medium
50.03551947696425,29.415888633456547,74.72662322446753,Medium
86.55001226743967,3.9172622691820287,74.5670967523051,Low
87.11234927968196,10.093612052777424,74.45554859732198,Low
48.451737139572586,26.2171794832175,74.7919554254965,Medium
22.969229187017824,45.89878165848202,75.11619395390562,High
73.61205519829726,2.313011150646173,73.96146393516337,Low
90.6208016086124,19.527306515618402,74.53240394244851,Low
86.25098954433268,9.00679262589253,74.59004903224509,Low
92.93934456679717,6.450971313875787,74.29378483231771,Low
34.62790501344537,70.10989711124982,73.31590683616865,High
54.78581714543398,37.27722602026246,74.96353666388339,Medium
